,answer,answerUser,feature
531,0.6,A1T16G11LQWFXC,"electricity consumption_[90210000, 7952000000]_1"
532,0.2,A1KH1O9AZ7S642,"electricity consumption_[90210000, 7952000000]_1"
533,0.4,A3CXGZFXBRW21C,"electricity consumption_[90210000, 7952000000]_1"
535,0.2,A2WCV7ULUPKVNQ,"electricity consumption_[90210000, 7952000000]_1"
536,0.2,AOAZMLP27GD81,"electricity consumption_[90210000, 7952000000]_1"
537,0.2,AIW85EF59VCQO,"electricity consumption_[90210000, 7952000000]_1"
538,0.3,A356795ET25HER,"electricity consumption_[90210000, 7952000000]_1"
546,0.5,A21UY4EAYOIRA0,"electricity consumption_[90210000, 7952000000]_1"
547,0.2,A2CF2BD4Q0ZDJN,"electricity consumption_[90210000, 7952000000]_1"
549,0.2,A3JT22BLG866CK,"electricity consumption_[90210000, 7952000000]_1"
550,0.4,A3NHJPE6326P9V,"electricity consumption_[90210000, 7952000000]_1"
551,0.1,A1KUAL8PN2X8PK,"electricity consumption_[90210000, 7952000000]_1"
552,0.2,A3BL2ZEODD79AZ,"electricity consumption_[90210000, 7952000000]_1"
553,0.2,A2TYLR23CHRULH,"electricity consumption_[90210000, 7952000000]_1"
554,0.6,A3F710EVFD9MM2,"electricity consumption_[90210000, 7952000000]_1"
555,0.2,A1SWTHM03SN731,"electricity consumption_[90210000, 7952000000]_1"
557,0.1,A3NSJ6GJC7TZSG,"electricity consumption_[90210000, 7952000000]_1"
558,0.2,A1FGKIKJYSL1MI,"electricity consumption_[90210000, 7952000000]_1"
559,0.3,A1HEUX7S8HBZWT,"electricity consumption_[90210000, 7952000000]_1"
561,0.3,A3HMDGRGC5JB7E,"electricity consumption_[90210000, 7952000000]_1"
562,0.2,AVHJ2SNIMGZ91,"electricity consumption_[90210000, 7952000000]_1"
563,0.3,A3EWCWQBNJF0QV,"electricity consumption_[90210000, 7952000000]_1"
564,0.2,AOPG07J95DDJT,"electricity consumption_[90210000, 7952000000]_1"
565,0.2,APV0WJWTK3IP3,"electricity consumption_[90210000, 7952000000]_1"
566,0.5,A491WHP3DPYZN,"electricity consumption_[90210000, 7952000000]_1"
568,0.3,AGQ12PTGHKMDU,"electricity consumption_[90210000, 7952000000]_1"
569,0.3,A1ZD9SJXQ9C6EW,"electricity consumption_[90210000, 7952000000]_1"
571,0.2,AKVDY8OXNMQED,"electricity consumption_[90210000, 7952000000]_1"
572,0.2,A2O2Q0LVWOWJ1G,"electricity consumption_[90210000, 7952000000]_1"
573,0.5,A34MRQ1OP87XC6,"electricity consumption_[90210000, 7952000000]_1"
574,0.5,A2CLSASUR08Z0O,"electricity consumption_[90210000, 7952000000]_1"
575,0.4,A31681CCEVDIH3,"electricity consumption_[90210000, 7952000000]_1"
576,0.2,A21FSF2MCK11IR,"electricity consumption_[90210000, 7952000000]_1"
577,0.3,A1ZIFC5AFQCDZT,"electricity consumption_[90210000, 7952000000]"
578,0.6,A364KJDYEBAWC9,"electricity consumption_[90210000, 7952000000]"
579,0.1,ANMXMEB55AGM6,"electricity consumption_[90210000, 7952000000]"
580,0.2,ATB9VOR75W6P3,"electricity consumption_[90210000, 7952000000]"
581,0.4,A1T16G11LQWFXC,"electricity consumption_[90210000, 7952000000]"
582,0.4,A1KH1O9AZ7S642,"electricity consumption_[90210000, 7952000000]"
583,0.4,A3CXGZFXBRW21C,"electricity consumption_[90210000, 7952000000]"
585,0.6,A2WCV7ULUPKVNQ,"electricity consumption_[90210000, 7952000000]"
586,0.4,AOAZMLP27GD81,"electricity consumption_[90210000, 7952000000]"
587,0.5,AIW85EF59VCQO,"electricity consumption_[90210000, 7952000000]"
588,0.4,A356795ET25HER,"electricity consumption_[90210000, 7952000000]"
596,0.1,A21UY4EAYOIRA0,"electricity consumption_[90210000, 7952000000]"
597,0.3,A2CF2BD4Q0ZDJN,"electricity consumption_[90210000, 7952000000]"
599,0.8,A3JT22BLG866CK,"electricity consumption_[90210000, 7952000000]"
600,0.3,A3NHJPE6326P9V,"electricity consumption_[90210000, 7952000000]"
601,0.9,A1KUAL8PN2X8PK,"electricity consumption_[90210000, 7952000000]"
602,0.2,A3BL2ZEODD79AZ,"electricity consumption_[90210000, 7952000000]"
603,0.6,A2TYLR23CHRULH,"electricity consumption_[90210000, 7952000000]"
604,0.4,A3F710EVFD9MM2,"electricity consumption_[90210000, 7952000000]"
605,0.3,A1SWTHM03SN731,"electricity consumption_[90210000, 7952000000]"
607,0.2,A3NSJ6GJC7TZSG,"electricity consumption_[90210000, 7952000000]"
608,0.2,A1FGKIKJYSL1MI,"electricity consumption_[90210000, 7952000000]"
609,0.4,A1HEUX7S8HBZWT,"electricity consumption_[90210000, 7952000000]"
611,0.4,A3HMDGRGC5JB7E,"electricity consumption_[90210000, 7952000000]"
612,0.4,AVHJ2SNIMGZ91,"electricity consumption_[90210000, 7952000000]"
613,0.3,A3EWCWQBNJF0QV,"electricity consumption_[90210000, 7952000000]"
614,0.4,AOPG07J95DDJT,"electricity consumption_[90210000, 7952000000]"
615,0.4,APV0WJWTK3IP3,"electricity consumption_[90210000, 7952000000]"
616,0.3,A491WHP3DPYZN,"electricity consumption_[90210000, 7952000000]"
618,0.2,AGQ12PTGHKMDU,"electricity consumption_[90210000, 7952000000]"
619,0.4,A1ZD9SJXQ9C6EW,"electricity consumption_[90210000, 7952000000]"
621,0.4,AKVDY8OXNMQED,"electricity consumption_[90210000, 7952000000]"
622,0.4,A2O2Q0LVWOWJ1G,"electricity consumption_[90210000, 7952000000]"
623,0.2,A34MRQ1OP87XC6,"electricity consumption_[90210000, 7952000000]"
624,0.3,A2CLSASUR08Z0O,"electricity consumption_[90210000, 7952000000]"
625,0.2,A31681CCEVDIH3,"electricity consumption_[90210000, 7952000000]"
626,0.6,A21FSF2MCK11IR,"electricity consumption_[90210000, 7952000000]"
627,0.5,AJ3F5RR0P8LZR,"inflation rate_(1.9, 4.2]_0"
628,0.8,A3VURMEKHPIATF,"inflation rate_(1.9, 4.2]_0"
629,0.6,ANMXMEB55AGM6,"inflation rate_(1.9, 4.2]_0"
630,0.3,A2ABSQBRUAUS4C,"inflation rate_(1.9, 4.2]_0"
631,0.8,AVHZJ2HQJG3NB,"inflation rate_(1.9, 4.2]_0"
632,0.6,A17ELSQUMU0QT6,"inflation rate_(1.9, 4.2]_0"
633,0.5,A1KH1O9AZ7S642,"inflation rate_(1.9, 4.2]_0"
635,0.1,A17EWYBEPWNY4M,"inflation rate_(1.9, 4.2]_0"
639,0.2,A3GTIIFSMHAKRZ,"inflation rate_(1.9, 4.2]_0"
646,0.5,A1ZIFC5AFQCDZT,"inflation rate_(1.9, 4.2]_0"
647,0.3,A1R0689JPSQ3OF,"inflation rate_(1.9, 4.2]_0"
648,0.6,AY7WPVKHVNBLG,"inflation rate_(1.9, 4.2]_0"
649,0.8,A3JT22BLG866CK,"inflation rate_(1.9, 4.2]_0"
651,0.1,A8BMQ1EVH7RGG,"inflation rate_(1.9, 4.2]_0"
653,0.2,AS5P5QIEGUD5X,"inflation rate_(1.9, 4.2]_0"
654,0.5,ALVNMQMD3Q3ZE,"inflation rate_(1.9, 4.2]_0"
655,0.6,ABMPX2Y2IRBMG,"inflation rate_(1.9, 4.2]_0"
656,0.5,A1BAEFJ2OG7NJ0,"inflation rate_(1.9, 4.2]_0"
657,0.5,A259UZJQOOVE4V,"inflation rate_(1.9, 4.2]_0"
658,0.1,A1LX01YCTICO4V,"inflation rate_(1.9, 4.2]_0"
659,0.5,AOTF48KUV9KWM,"inflation rate_(1.9, 4.2]_0"
660,0.4,A1743ZO14I4NFO,"inflation rate_(1.9, 4.2]_0"
662,0.5,A3Q1EZDNIUK41P,"inflation rate_(1.9, 4.2]_0"
663,0.7,A3PQUGIQQBPR98,"inflation rate_(1.9, 4.2]_0"
666,0.1,A3B9OZQTE4US3T,"inflation rate_(1.9, 4.2]_0"
667,0.9,A3HNEYFOIJWPH1,"inflation rate_(1.9, 4.2]_0"
668,0.4,AURYD2FH3FUOQ,"inflation rate_(1.9, 4.2]_0"
669,0.9,A3RYI5HXC2MJLN,"inflation rate_(1.9, 4.2]_0"
670,0.7,A2VU8AC7MY3721,"inflation rate_(1.9, 4.2]_0"
671,0.5,A14I3K8UN3612X,"inflation rate_(1.9, 4.2]_0"
673,0.3,A1MTRZDRKNB9GV,"inflation rate_(1.9, 4.2]_0"
674,0.6,A1F2YZD2VD1CTM,"inflation rate_(1.9, 4.2]_0"
675,0.1,A1J9IYN46FX00O,"inflation rate_(1.9, 4.2]_0"
677,0.2,A37QW51L039KKQ,"inflation rate_(1.9, 4.2]_0"
678,0.4,AX0KHOWMMM6Z2,"inflation rate_(1.9, 4.2]_0"
679,0.2,A21UY4EAYOIRA0,"inflation rate_(1.9, 4.2]_0"
680,0.5,A21HDHQPENLF2X,"inflation rate_(1.9, 4.2]_0"
681,0.5,AJ3F5RR0P8LZR,"inflation rate_(1.9, 4.2]_1"
682,0.5,A3VURMEKHPIATF,"inflation rate_(1.9, 4.2]_1"
683,0.4,ANMXMEB55AGM6,"inflation rate_(1.9, 4.2]_1"
684,0.5,A2ABSQBRUAUS4C,"inflation rate_(1.9, 4.2]_1"
685,0.6,AVHZJ2HQJG3NB,"inflation rate_(1.9, 4.2]_1"
686,0.9,A17ELSQUMU0QT6,"inflation rate_(1.9, 4.2]_1"
687,0.7,A1KH1O9AZ7S642,"inflation rate_(1.9, 4.2]_1"
689,0.1,A17EWYBEPWNY4M,"inflation rate_(1.9, 4.2]_1"
693,0.5,A3GTIIFSMHAKRZ,"inflation rate_(1.9, 4.2]_1"
700,0.5,A1ZIFC5AFQCDZT,"inflation rate_(1.9, 4.2]_1"
701,0.6,A1R0689JPSQ3OF,"inflation rate_(1.9, 4.2]_1"
702,0.4,AY7WPVKHVNBLG,"inflation rate_(1.9, 4.2]_1"
703,0.5,A3JT22BLG866CK,"inflation rate_(1.9, 4.2]_1"
705,0.3,A8BMQ1EVH7RGG,"inflation rate_(1.9, 4.2]_1"
707,0.4,AS5P5QIEGUD5X,"inflation rate_(1.9, 4.2]_1"
708,0.6,ALVNMQMD3Q3ZE,"inflation rate_(1.9, 4.2]_1"
709,0.6,ABMPX2Y2IRBMG,"inflation rate_(1.9, 4.2]_1"
710,0.6,A1BAEFJ2OG7NJ0,"inflation rate_(1.9, 4.2]_1"
711,0.6,A259UZJQOOVE4V,"inflation rate_(1.9, 4.2]_1"
712,0.7,A1LX01YCTICO4V,"inflation rate_(1.9, 4.2]_1"
713,0.5,AOTF48KUV9KWM,"inflation rate_(1.9, 4.2]_1"
714,0.7,A1743ZO14I4NFO,"inflation rate_(1.9, 4.2]_1"
716,0.5,A3Q1EZDNIUK41P,"inflation rate_(1.9, 4.2]_1"
717,0.7,A3PQUGIQQBPR98,"inflation rate_(1.9, 4.2]_1"
720,0.1,A3B9OZQTE4US3T,"inflation rate_(1.9, 4.2]_1"
721,0.8,A3HNEYFOIJWPH1,"inflation rate_(1.9, 4.2]_1"
722,0.2,AURYD2FH3FUOQ,"inflation rate_(1.9, 4.2]_1"
723,0.1,A3RYI5HXC2MJLN,"inflation rate_(1.9, 4.2]_1"
724,0.5,A2VU8AC7MY3721,"inflation rate_(1.9, 4.2]_1"
725,0.7,A14I3K8UN3612X,"inflation rate_(1.9, 4.2]_1"
727,0.5,A1MTRZDRKNB9GV,"inflation rate_(1.9, 4.2]_1"
728,0.2,A1F2YZD2VD1CTM,"inflation rate_(1.9, 4.2]_1"
729,0.6,A1J9IYN46FX00O,"inflation rate_(1.9, 4.2]_1"
731,0.5,A37QW51L039KKQ,"inflation rate_(1.9, 4.2]_1"
732,0.8,AX0KHOWMMM6Z2,"inflation rate_(1.9, 4.2]_1"
733,0.5,A21UY4EAYOIRA0,"inflation rate_(1.9, 4.2]_1"
734,0.7,A21HDHQPENLF2X,"inflation rate_(1.9, 4.2]_1"
735,0.5,AJ3F5RR0P8LZR,"inflation rate_(1.9, 4.2]"
736,0.9,A3VURMEKHPIATF,"inflation rate_(1.9, 4.2]"
737,0.3,ANMXMEB55AGM6,"inflation rate_(1.9, 4.2]"
738,0.6,A2ABSQBRUAUS4C,"inflation rate_(1.9, 4.2]"
739,0.2,AVHZJ2HQJG3NB,"inflation rate_(1.9, 4.2]"
740,0.1,A17ELSQUMU0QT6,"inflation rate_(1.9, 4.2]"
741,0.9,A1KH1O9AZ7S642,"inflation rate_(1.9, 4.2]"
743,0.1,A17EWYBEPWNY4M,"inflation rate_(1.9, 4.2]"
747,0.4,A3GTIIFSMHAKRZ,"inflation rate_(1.9, 4.2]"
754,0.6,A1ZIFC5AFQCDZT,"inflation rate_(1.9, 4.2]"
755,0.6,A1R0689JPSQ3OF,"inflation rate_(1.9, 4.2]"
756,0.4,AY7WPVKHVNBLG,"inflation rate_(1.9, 4.2]"
757,0.1,A3JT22BLG866CK,"inflation rate_(1.9, 4.2]"
759,0.6,A8BMQ1EVH7RGG,"inflation rate_(1.9, 4.2]"
761,0.4,AS5P5QIEGUD5X,"inflation rate_(1.9, 4.2]"
762,0.3,ALVNMQMD3Q3ZE,"inflation rate_(1.9, 4.2]"
763,0.7,ABMPX2Y2IRBMG,"inflation rate_(1.9, 4.2]"
764,0.5,A1BAEFJ2OG7NJ0,"inflation rate_(1.9, 4.2]"
765,0.4,A259UZJQOOVE4V,"inflation rate_(1.9, 4.2]"
766,0.3,A1LX01YCTICO4V,"inflation rate_(1.9, 4.2]"
767,0.3,AOTF48KUV9KWM,"inflation rate_(1.9, 4.2]"
768,0.6,A1743ZO14I4NFO,"inflation rate_(1.9, 4.2]"
770,0.3,A3Q1EZDNIUK41P,"inflation rate_(1.9, 4.2]"
771,0.5,A3PQUGIQQBPR98,"inflation rate_(1.9, 4.2]"
774,0.1,A3B9OZQTE4US3T,"inflation rate_(1.9, 4.2]"
775,0.5,A3HNEYFOIJWPH1,"inflation rate_(1.9, 4.2]"
776,0.2,AURYD2FH3FUOQ,"inflation rate_(1.9, 4.2]"
777,0.8,A3RYI5HXC2MJLN,"inflation rate_(1.9, 4.2]"
778,0.5,A2VU8AC7MY3721,"inflation rate_(1.9, 4.2]"
779,0.3,A14I3K8UN3612X,"inflation rate_(1.9, 4.2]"
781,0.7,A1MTRZDRKNB9GV,"inflation rate_(1.9, 4.2]"
782,0.2,A1F2YZD2VD1CTM,"inflation rate_(1.9, 4.2]"
783,0.6,A1J9IYN46FX00O,"inflation rate_(1.9, 4.2]"
785,0.1,A37QW51L039KKQ,"inflation rate_(1.9, 4.2]"
786,0.2,AX0KHOWMMM6Z2,"inflation rate_(1.9, 4.2]"
787,0.8,A21UY4EAYOIRA0,"inflation rate_(1.9, 4.2]"
788,0.4,A21HDHQPENLF2X,"inflation rate_(1.9, 4.2]"
792,0.6,A1FBO95OVBYOH1,"exports_(77193333333.333, 1580000000000]_0"
794,0.3,ASNTJ81DXL7E8,"exports_(77193333333.333, 1580000000000]_0"
795,0.2,A1GF29TP5AVQ49,"exports_(77193333333.333, 1580000000000]_0"
796,0.2,ADAGUJNWMEPT6,"exports_(77193333333.333, 1580000000000]_0"
804,0.2,A145AXBDTCIW6Z,"exports_(77193333333.333, 1580000000000]_0"
808,0.5,A35BY30TC8WCL4,"exports_(77193333333.333, 1580000000000]_0"
811,0.3,A369K7I5SXBPNC,"exports_(77193333333.333, 1580000000000]_0"
812,0.1,A2SPHNTPIDGC55,"exports_(77193333333.333, 1580000000000]_0"
814,0.8,A37EV8RZ82WT8E,"exports_(77193333333.333, 1580000000000]_0"
817,0.3,A248ARSA6FS20S,"exports_(77193333333.333, 1580000000000]_0"
818,0.1,A1YGENVE7OI5JL,"exports_(77193333333.333, 1580000000000]_0"
819,0.3,A2A46VB7JDA2EM,"exports_(77193333333.333, 1580000000000]_0"
820,0.2,A1AQK667NBERJ1,"exports_(77193333333.333, 1580000000000]_0"
821,0.5,A2CF2BD4Q0ZDJN,"exports_(77193333333.333, 1580000000000]_0"
823,0.6,A27SMEOPKV84VI,"exports_(77193333333.333, 1580000000000]_0"
824,0.5,A26HYP1WO5YM2F,"exports_(77193333333.333, 1580000000000]_0"
825,0.3,APY3V4YLSXQ8Z,"exports_(77193333333.333, 1580000000000]_0"
826,0.2,A7OWP0PQ1EI0A,"exports_(77193333333.333, 1580000000000]_0"
827,0.4,A2PXJTMWGUE5DC,"exports_(77193333333.333, 1580000000000]_0"
828,0.3,A3U21PUMQ6NGT2,"exports_(77193333333.333, 1580000000000]_0"
830,0.1,A36MTY8RSWBZU7,"exports_(77193333333.333, 1580000000000]_0"
832,0.2,AVLUX03TCOCEZ,"exports_(77193333333.333, 1580000000000]_0"
833,0.2,A11R8G0FYA2UVQ,"exports_(77193333333.333, 1580000000000]_0"
834,0.5,A1ZIFC5AFQCDZT,"exports_(77193333333.333, 1580000000000]_0"
835,0.4,ATB9VOR75W6P3,"exports_(77193333333.333, 1580000000000]_0"
836,0.3,A1Q6IR9E7MW3BM,"exports_(77193333333.333, 1580000000000]_0"
837,0.2,A1MTRZDRKNB9GV,"exports_(77193333333.333, 1580000000000]_0"
838,0.1,ADEMAGRRRGSPT,"exports_(77193333333.333, 1580000000000]_0"
839,0.6,A2UO3QJZNC2VOE,"exports_(77193333333.333, 1580000000000]_0"
840,0.2,A3QDZ935V5U31J,"exports_(77193333333.333, 1580000000000]_0"
842,0.3,A17GH7I35D6K03,"exports_(77193333333.333, 1580000000000]_0"
843,0.1,A3HNEYFOIJWPH1,"exports_(77193333333.333, 1580000000000]_0"
844,0.2,A1BAEFJ2OG7NJ0,"exports_(77193333333.333, 1580000000000]_0"
845,0.4,A1KFIQBETMB81I,"exports_(77193333333.333, 1580000000000]_0"
848,0.2,A1R0689JPSQ3OF,"exports_(77193333333.333, 1580000000000]_0"
849,0.7,A2O7H7VXLFN6BP,"exports_(77193333333.333, 1580000000000]_0"
850,0.2,A1F2YZD2VD1CTM,"exports_(77193333333.333, 1580000000000]_0"
851,0.6,A3E3OELJKHW58C,"exports_(77193333333.333, 1580000000000]_0"
854,0.3,A1E9YXB24AC78F,"exports_(77193333333.333, 1580000000000]_0"
856,0.4,A259UZJQOOVE4V,"exports_(77193333333.333, 1580000000000]_0"
857,0.3,A7K1E50V2CCU2,"exports_(77193333333.333, 1580000000000]_0"
858,0.1,A364KJDYEBAWC9,"exports_(77193333333.333, 1580000000000]_0"
860,0.3,ATIUQQLY0LCNA,"exports_(77193333333.333, 1580000000000]_0"
862,0.7,A3UVW94KB9UBAJ,"exports_(77193333333.333, 1580000000000]_0"
864,0.3,A2JCK494NV7TFX,"exports_(77193333333.333, 1580000000000]_0"
865,0.3,A25YG9M911WA3T,"exports_(77193333333.333, 1580000000000]_0"
867,0.2,A311S2J8UUQ7QR,"exports_(77193333333.333, 1580000000000]_0"
868,0.5,A3UV55HC87DO9C,"exports_(77193333333.333, 1580000000000]_0"
871,0.4,A1EQ2HDHF2WWSY,"exports_(77193333333.333, 1580000000000]_0"
872,0.5,A110KENBXU7SUJ,"exports_(77193333333.333, 1580000000000]_0"
874,0.3,A28FMRMS9TMEOZ,"exports_(77193333333.333, 1580000000000]_0"
875,0.4,AAU61MG2R6RH0,"exports_(77193333333.333, 1580000000000]_0"
876,0.1,ADWDNBND4BW94,"exports_(77193333333.333, 1580000000000]_0"
877,0.3,A1SL65Z68BK1UT,"exports_(77193333333.333, 1580000000000]_0"
878,0.3,A2M4YIC3XU2693,"exports_(77193333333.333, 1580000000000]_0"
880,0.5,A212WMJOUG2P4R,"exports_(77193333333.333, 1580000000000]_0"
881,0.6,A2JCHN90PRUWDH,"exports_(77193333333.333, 1580000000000]_0"
885,0.9,A1FBO95OVBYOH1,"exports_(77193333333.333, 1580000000000]_1"
887,0.6,ASNTJ81DXL7E8,"exports_(77193333333.333, 1580000000000]_1"
888,0.7,A1GF29TP5AVQ49,"exports_(77193333333.333, 1580000000000]_1"
889,0.9,ADAGUJNWMEPT6,"exports_(77193333333.333, 1580000000000]_1"
897,0.8,A145AXBDTCIW6Z,"exports_(77193333333.333, 1580000000000]_1"
901,0.8,A35BY30TC8WCL4,"exports_(77193333333.333, 1580000000000]_1"
904,0.6,A369K7I5SXBPNC,"exports_(77193333333.333, 1580000000000]_1"
905,0.1,A2SPHNTPIDGC55,"exports_(77193333333.333, 1580000000000]_1"
907,0.3,A37EV8RZ82WT8E,"exports_(77193333333.333, 1580000000000]_1"
910,0.7,A248ARSA6FS20S,"exports_(77193333333.333, 1580000000000]_1"
911,0.1,A1YGENVE7OI5JL,"exports_(77193333333.333, 1580000000000]_1"
912,0.3,A2A46VB7JDA2EM,"exports_(77193333333.333, 1580000000000]_1"
913,0.8,A1AQK667NBERJ1,"exports_(77193333333.333, 1580000000000]_1"
914,0.9,A2CF2BD4Q0ZDJN,"exports_(77193333333.333, 1580000000000]_1"
916,0.8,A27SMEOPKV84VI,"exports_(77193333333.333, 1580000000000]_1"
917,0.6,A26HYP1WO5YM2F,"exports_(77193333333.333, 1580000000000]_1"
918,0.6,APY3V4YLSXQ8Z,"exports_(77193333333.333, 1580000000000]_1"
919,0.1,A7OWP0PQ1EI0A,"exports_(77193333333.333, 1580000000000]_1"
920,0.9,A2PXJTMWGUE5DC,"exports_(77193333333.333, 1580000000000]_1"
921,0.4,A3U21PUMQ6NGT2,"exports_(77193333333.333, 1580000000000]_1"
923,0.6,A36MTY8RSWBZU7,"exports_(77193333333.333, 1580000000000]_1"
925,0.8,AVLUX03TCOCEZ,"exports_(77193333333.333, 1580000000000]_1"
926,0.3,A11R8G0FYA2UVQ,"exports_(77193333333.333, 1580000000000]_1"
927,0.1,A1ZIFC5AFQCDZT,"exports_(77193333333.333, 1580000000000]_1"
928,0.9,ATB9VOR75W6P3,"exports_(77193333333.333, 1580000000000]_1"
929,0.1,A1Q6IR9E7MW3BM,"exports_(77193333333.333, 1580000000000]_1"
930,0.5,A1MTRZDRKNB9GV,"exports_(77193333333.333, 1580000000000]_1"
931,0.1,ADEMAGRRRGSPT,"exports_(77193333333.333, 1580000000000]_1"
932,0.8,A2UO3QJZNC2VOE,"exports_(77193333333.333, 1580000000000]_1"
933,0.7,A3QDZ935V5U31J,"exports_(77193333333.333, 1580000000000]_1"
935,0.6,A17GH7I35D6K03,"exports_(77193333333.333, 1580000000000]_1"
936,0.9,A3HNEYFOIJWPH1,"exports_(77193333333.333, 1580000000000]_1"
937,0.8,A1BAEFJ2OG7NJ0,"exports_(77193333333.333, 1580000000000]_1"
938,0.6,A1KFIQBETMB81I,"exports_(77193333333.333, 1580000000000]_1"
941,0.9,A1R0689JPSQ3OF,"exports_(77193333333.333, 1580000000000]_1"
942,0.6,A2O7H7VXLFN6BP,"exports_(77193333333.333, 1580000000000]_1"
943,0.3,A1F2YZD2VD1CTM,"exports_(77193333333.333, 1580000000000]_1"
944,0.9,A3E3OELJKHW58C,"exports_(77193333333.333, 1580000000000]_1"
947,0.8,A1E9YXB24AC78F,"exports_(77193333333.333, 1580000000000]_1"
949,0.7,A259UZJQOOVE4V,"exports_(77193333333.333, 1580000000000]_1"
950,0.1,A7K1E50V2CCU2,"exports_(77193333333.333, 1580000000000]_1"
951,0.9,A364KJDYEBAWC9,"exports_(77193333333.333, 1580000000000]_1"
953,0.7,ATIUQQLY0LCNA,"exports_(77193333333.333, 1580000000000]_1"
955,0.9,A3UVW94KB9UBAJ,"exports_(77193333333.333, 1580000000000]_1"
957,0.8,A2JCK494NV7TFX,"exports_(77193333333.333, 1580000000000]_1"
958,0.5,A25YG9M911WA3T,"exports_(77193333333.333, 1580000000000]_1"
960,0.6,A311S2J8UUQ7QR,"exports_(77193333333.333, 1580000000000]_1"
961,0.6,A3UV55HC87DO9C,"exports_(77193333333.333, 1580000000000]_1"
964,0.9,A1EQ2HDHF2WWSY,"exports_(77193333333.333, 1580000000000]_1"
965,0.4,A110KENBXU7SUJ,"exports_(77193333333.333, 1580000000000]_1"
967,0.7,A28FMRMS9TMEOZ,"exports_(77193333333.333, 1580000000000]_1"
968,0.8,AAU61MG2R6RH0,"exports_(77193333333.333, 1580000000000]_1"
969,0.1,ADWDNBND4BW94,"exports_(77193333333.333, 1580000000000]_1"
970,0.8,A1SL65Z68BK1UT,"exports_(77193333333.333, 1580000000000]_1"
971,0.7,A2M4YIC3XU2693,"exports_(77193333333.333, 1580000000000]_1"
973,0.8,A212WMJOUG2P4R,"exports_(77193333333.333, 1580000000000]_1"
974,0.6,A2JCHN90PRUWDH,"exports_(77193333333.333, 1580000000000]_1"
978,0.2,A1FBO95OVBYOH1,"exports_(77193333333.333, 1580000000000]"
980,0.5,ASNTJ81DXL7E8,"exports_(77193333333.333, 1580000000000]"
981,0.2,A1GF29TP5AVQ49,"exports_(77193333333.333, 1580000000000]"
982,0.3,ADAGUJNWMEPT6,"exports_(77193333333.333, 1580000000000]"
990,0.1,A145AXBDTCIW6Z,"exports_(77193333333.333, 1580000000000]"
994,0.3,A35BY30TC8WCL4,"exports_(77193333333.333, 1580000000000]"
997,0.1,A369K7I5SXBPNC,"exports_(77193333333.333, 1580000000000]"
998,0.1,A2SPHNTPIDGC55,"exports_(77193333333.333, 1580000000000]"
1000,0.1,A37EV8RZ82WT8E,"exports_(77193333333.333, 1580000000000]"
1003,0.2,A248ARSA6FS20S,"exports_(77193333333.333, 1580000000000]"
1004,0.1,A1YGENVE7OI5JL,"exports_(77193333333.333, 1580000000000]"
1005,0.4,A2A46VB7JDA2EM,"exports_(77193333333.333, 1580000000000]"
1006,0.5,A1AQK667NBERJ1,"exports_(77193333333.333, 1580000000000]"
1007,0.7,A2CF2BD4Q0ZDJN,"exports_(77193333333.333, 1580000000000]"
1009,0.4,A27SMEOPKV84VI,"exports_(77193333333.333, 1580000000000]"
1010,0.3,A26HYP1WO5YM2F,"exports_(77193333333.333, 1580000000000]"
1011,0.1,APY3V4YLSXQ8Z,"exports_(77193333333.333, 1580000000000]"
1012,0.3,A7OWP0PQ1EI0A,"exports_(77193333333.333, 1580000000000]"
1013,0.5,A2PXJTMWGUE5DC,"exports_(77193333333.333, 1580000000000]"
1014,0.5,A3U21PUMQ6NGT2,"exports_(77193333333.333, 1580000000000]"
1016,0.4,A36MTY8RSWBZU7,"exports_(77193333333.333, 1580000000000]"
1018,0.3,AVLUX03TCOCEZ,"exports_(77193333333.333, 1580000000000]"
1019,0.1,A11R8G0FYA2UVQ,"exports_(77193333333.333, 1580000000000]"
1020,0.2,A1ZIFC5AFQCDZT,"exports_(77193333333.333, 1580000000000]"
1021,0.2,ATB9VOR75W6P3,"exports_(77193333333.333, 1580000000000]"
1022,0.2,A1Q6IR9E7MW3BM,"exports_(77193333333.333, 1580000000000]"
1023,0.6,A1MTRZDRKNB9GV,"exports_(77193333333.333, 1580000000000]"
1024,0.4,ADEMAGRRRGSPT,"exports_(77193333333.333, 1580000000000]"
1025,0.2,A2UO3QJZNC2VOE,"exports_(77193333333.333, 1580000000000]"
1026,0.4,A3QDZ935V5U31J,"exports_(77193333333.333, 1580000000000]"
1028,0.1,A17GH7I35D6K03,"exports_(77193333333.333, 1580000000000]"
1029,0.7,A3HNEYFOIJWPH1,"exports_(77193333333.333, 1580000000000]"
1030,0.1,A1BAEFJ2OG7NJ0,"exports_(77193333333.333, 1580000000000]"
1031,0.2,A1KFIQBETMB81I,"exports_(77193333333.333, 1580000000000]"
1034,0.3,A1R0689JPSQ3OF,"exports_(77193333333.333, 1580000000000]"
1035,0.5,A2O7H7VXLFN6BP,"exports_(77193333333.333, 1580000000000]"
1036,0.3,A1F2YZD2VD1CTM,"exports_(77193333333.333, 1580000000000]"
1037,0.2,A3E3OELJKHW58C,"exports_(77193333333.333, 1580000000000]"
1040,0.4,A1E9YXB24AC78F,"exports_(77193333333.333, 1580000000000]"
